
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
Católica de Valencia San Vicente Mártir,128.0,3.0,7.0,107.0,3.0,
Católica San Antonio,189.0,4.0,0.0,273.0,0.0,
Católica Santa Teresa de Jesús de Ávila,47.0,59.0,8.0,1.0,2.0,
Deusto,199.0,22.0,6.0,93.0,0.0,
Europea de Canarias,0.0,5.0,0.0,0.0,0.0,
Europea de Madrid,16.0,34.0,0.0,105.0,0.0,
Europea de Valencia,62.0,1.0,0.0,16.0,0.0,
Europea del Atlántico,582.0,171.0,304.0,23.0,0.0,
Europea Miguel de Cervantes,138.0,30.0,0.0,0.0,0.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,25.0,0.0,
Francisco de Vitoria,117.0,0.0,0.0,93.0,0.0,
IE Universidad,20.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,61.0,2.0,0.0,21.0,0.0,
Loyola Andalucía,120.0,2.0,0.0,22.0,0.0,
Mondragón Unibertsitatea,51.0,17.0,0.0,0.0,0.0,
Navarra,41.0,27.0,3.0,75.0,0.0,
Pontificia Comillas,243.0,19.0,10.0,58.0,0.0,
Pontificia de Salamanca,5.0,0.0,0.0,23.0,0.0,
Ramón Llull,402.0,49.0,0.0,67.0,33.0,
San Jorge,3.0,0.0,0.0,4.0,0.0,
San Pablo-CEU,235.0,5.0,0.0,72.0,1.0,
Vic-Central de Catalunya,66.0,4.0,34.0,52.0,2.0,
Universidades Privadas No Presenciales,11126.0,1312.0,878.0,2862.0,41.0,
A Distancia de Madrid,930.0,11.0,10.0,145.0,0.0,
Internacional de La Rioja,2602.0,237.0,46.0,354.0,23.0,
Internacional Isabel I de Castilla,44.0,4.0,0.0,0.0,0.0,
Internacional Valenciana,635.0,10.0,19.0,526.0,18.0,
Oberta de Catalunya,6915.0,1050.0,803.0,1837.0,0.0,
Notas:
Fuente: Sistema Integral de Información Universitaria
