
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
Católica de Valencia San Vicente Mártir,81.0,1.0,7.0,28.0,2.0,
Católica San Antonio,151.0,27.0,2.0,240.0,0.0,
Católica Santa Teresa de Jesús de Ávila,52.0,73.0,4.0,0.0,2.0,
Deusto,140.0,50.0,5.0,10.0,0.0,
Europea de Canarias,0.0,7.0,0.0,1.0,0.0,
Europea de Madrid,20.0,102.0,0.0,21.0,0.0,
Europea de Valencia,46.0,6.0,0.0,5.0,0.0,
Europea del Atlántico,259.0,124.0,109.0,3.0,0.0,
Europea Miguel de Cervantes,107.0,41.0,0.0,0.0,0.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,3.0,0.0,
Francisco de Vitoria,103.0,0.0,0.0,17.0,0.0,
IE Universidad,39.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,82.0,0.0,0.0,10.0,0.0,
Loyola Andalucía,109.0,7.0,0.0,3.0,0.0,
Mondragón Unibertsitatea,23.0,40.0,0.0,0.0,0.0,
Navarra,55.0,100.0,22.0,20.0,0.0,
Pontificia Comillas,222.0,75.0,38.0,23.0,0.0,
Pontificia de Salamanca,3.0,2.0,0.0,10.0,0.0,
Ramón Llull,531.0,109.0,6.0,11.0,32.0,
San Jorge,5.0,0.0,0.0,3.0,0.0,
San Pablo-CEU,276.0,2.0,0.0,31.0,2.0,
Vic-Central de Catalunya,19.0,1.0,4.0,11.0,0.0,
Universidades Privadas No Presenciales,6142.0,3504.0,633.0,657.0,141.0,
A Distancia de Madrid,767.0,31.0,3.0,24.0,0.0,
Internacional de La Rioja,1649.0,681.0,73.0,73.0,89.0,
Internacional Isabel I de Castilla,55.0,11.0,0.0,1.0,0.0,
Internacional Valenciana,396.0,13.0,32.0,115.0,52.0,
Oberta de Catalunya,3275.0,2768.0,525.0,444.0,0.0,
Notas:
Fuente: Sistema Integral de Información Universitaria
