
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,
Cardenal Herrera-CEU,63.0,9.0,0.0,26.0,0.0,
Católica de Valencia San Vicente Mártir,95.0,6.0,8.0,30.0,5.0,
Católica San Antonio,207.0,40.0,3.0,157.0,0.0,
Católica Santa Teresa de Jesús de Ávila,47.0,61.0,2.0,0.0,1.0,
Deusto,138.0,63.0,9.0,8.0,0.0,
Europea de Canarias,0.0,4.0,0.0,0.0,0.0,
Europea de Madrid,15.0,103.0,0.0,18.0,0.0,
Europea de Valencia,5.0,0.0,0.0,3.0,0.0,
Europea del Atlántico,187.0,82.0,130.0,0.0,0.0,
Europea Miguel de Cervantes,46.0,8.0,0.0,0.0,0.0,
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,3.0,0.0,
Francisco de Vitoria,111.0,0.0,0.0,11.0,0.0,
IE Universidad,26.0,0.0,0.0,0.0,0.0,
Internacional de Catalunya,57.0,1.0,0.0,8.0,0.0,
Loyola Andalucía,137.0,5.0,0.0,0.0,0.0,
Mondragón Unibertsitatea,47.0,38.0,0.0,0.0,0.0,
Navarra,40.0,90.0,15.0,5.0,0.0,
Pontificia Comillas,304.0,61.0,40.0,9.0,0.0,
Pontificia de Salamanca,3.0,4.0,0.0,7.0,0.0,
Ramón Llull,526.0,116.0,6.0,16.0,46.0,
San Jorge,3.0,1.0,0.0,4.0,0.0,
San Pablo-CEU,318.0,5.0,0.0,23.0,0.0,
Vic-Central de Catalunya,29.0,7.0,4.0,12.0,2.0,
Universidades Privadas No Presenciales,5307.0,2792.0,501.0,585.0,79.0,
A Distancia de Madrid,841.0,25.0,3.0,24.0,0.0,
Internacional de La Rioja,1131.0,402.0,57.0,53.0,31.0,
Internacional Isabel I de Castilla,116.0,4.0,0.0,0.0,0.0,
Internacional Valenciana,307.0,0.0,29.0,61.0,48.0,
Oberta de Catalunya,2912.0,2361.0,412.0,447.0,0.0,
Notas:
Fuente: Sistema Integral de Información Universitaria
