Universidad,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,Curso,Tipo_centro,Sexo,Dedicacion,Nivel
IE Universidad,0.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Hombres,Tiempo Completo,master
Internacional de Catalunya,0.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Hombres,Tiempo Completo,master
Loyola Andalucía,1.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Hombres,Tiempo Completo,master
Mondragón Unibertsitatea,0.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Hombres,Tiempo Completo,master
Navarra,578.0,0.0,2.0,0.0,7.0,2019-2020,Otras unidades,Hombres,Tiempo Completo,master
Ramón Llull,0.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Hombres,Tiempo Completo,master
San Pablo-CEU,13.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Hombres,Tiempo Completo,master
Vic-Central de Catalunya,0.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Hombres,Tiempo Completo,master
A Distancia de Madrid,0.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Hombres,Tiempo Completo,master
Internacional de La Rioja,0.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Hombres,Tiempo Completo,master
Internacional Isabel I de Castilla,0.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Hombres,Tiempo Completo,master
Internacional Valenciana,0.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Hombres,Tiempo Completo,master
Oberta de Catalunya,0.0,0.0,0.0,0.0,0.0,2019-2020,Otras unidades,Hombres,Tiempo Completo,master
A Coruña,219.0,90.0,32.0,33.0,30.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Alcalá,0.0,30.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Alicante,186.0,47.0,74.0,23.0,5.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Almería,136.0,35.0,29.0,85.0,14.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Autónoma de Barcelona,190.0,48.0,74.0,170.0,34.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Autónoma de Madrid,367.0,34.0,137.0,73.0,70.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Barcelona,845.0,37.0,445.0,193.0,100.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Burgos,67.0,19.0,1.0,1.0,8.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Cádiz,154.0,69.0,33.0,15.0,26.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Cantabria,56.0,82.0,10.0,10.0,3.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Carlos III de Madrid,320.0,143.0,43.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Castilla-La Mancha,189.0,38.0,41.0,9.0,11.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Complutense de Madrid,670.0,40.0,260.0,189.0,100.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Córdoba,158.0,36.0,57.0,49.0,4.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Extremadura,247.0,25.0,24.0,12.0,5.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Girona,87.0,6.0,9.0,65.0,2.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Granada,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Huelva,85.0,17.0,16.0,58.0,9.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Illes Balears (Les),173.0,11.0,30.0,40.0,73.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Jaén,21.0,10.0,0.0,27.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Jaume I de Castellón,186.0,37.0,117.0,85.0,11.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
La Laguna,122.0,7.0,36.0,32.0,25.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
La Rioja,0.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Las Palmas de Gran Canaria,174.0,34.0,37.0,5.0,10.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
León,38.0,61.0,12.0,82.0,3.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Lleida,101.0,38.0,39.0,68.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Málaga,413.0,48.0,71.0,33.0,20.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Miguel Hernández de Elche,160.0,43.0,8.0,152.0,2.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Murcia,329.0,2.0,50.0,127.0,27.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Oviedo,35.0,51.0,2.0,0.0,8.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Pablo de Olavide,119.0,5.0,62.0,23.0,51.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
País Vasco/Euskal Herriko Unibertsitatea,92.0,23.0,0.0,38.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Politécnica de Cartagena,11.0,59.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Politécnica de Catalunya,17.0,489.0,0.0,0.0,25.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Politécnica de Madrid,62.0,799.0,1.0,1.0,10.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Politècnica de València,63.0,523.0,96.0,40.0,20.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Pompeu Fabra,146.0,17.0,55.0,7.0,2.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Pública de Navarra,59.0,36.0,0.0,38.0,5.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Rey Juan Carlos,1075.0,59.0,50.0,149.0,6.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Rovira i Virgili,134.0,35.0,16.0,90.0,3.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Salamanca,121.0,28.0,28.0,42.0,4.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Santiago de Compostela,216.0,39.0,55.0,85.0,43.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
València (Estudi General),596.0,36.0,105.0,177.0,41.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Vigo,216.0,19.0,50.0,5.0,49.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Zaragoza,223.0,85.0,28.0,75.0,14.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Internacional Menéndez Pelayo,418.0,6.0,89.0,63.0,7.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Abat Oliba CEU,43.0,0.0,0.0,25.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Alfonso X El Sabio,109.0,25.0,0.0,5.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Antonio de Nebrija,1082.0,4.0,160.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Atlántico Medio,165.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Camilo José Cela,154.0,0.0,0.0,43.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Cardenal Herrera-CEU,103.0,17.0,9.0,65.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Católica de Valencia San Vicente Mártir,116.0,8.0,15.0,102.0,7.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Católica San Antonio,217.0,7.0,0.0,198.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Católica Santa Teresa de Jesús de Ávila,45.0,40.0,5.0,1.0,2.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Deusto,196.0,12.0,4.0,60.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Europea de Canarias,0.0,2.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Europea de Madrid,7.0,37.0,0.0,102.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Europea de Valencia,7.0,2.0,0.0,16.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Europea del Atlántico,523.0,50.0,339.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Europea Miguel de Cervantes,45.0,9.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,15.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Francisco de Vitoria,130.0,0.0,0.0,89.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
IE Universidad,24.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Internacional de Catalunya,36.0,0.0,0.0,13.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Loyola Andalucía,142.0,2.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Mondragón Unibertsitatea,73.0,13.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Navarra,42.0,29.0,1.0,29.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Ramón Llull,440.0,90.0,0.0,63.0,39.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
San Pablo-CEU,270.0,2.0,2.0,54.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Vic-Central de Catalunya,94.0,7.0,28.0,43.0,7.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
A Distancia de Madrid,1132.0,10.0,3.0,141.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Internacional de La Rioja,1808.0,136.0,40.0,281.0,5.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Internacional Isabel I de Castilla,128.0,4.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Internacional Valenciana,535.0,0.0,17.0,300.0,14.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
Oberta de Catalunya,6410.0,874.0,659.0,1759.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,master
A Coruña,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Alcalá,382.0,55.0,93.0,18.0,25.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Alicante,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Almería,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Autónoma de Barcelona,0.0,0.0,0.0,9.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Autónoma de Madrid,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Barcelona,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Burgos,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Cádiz,17.0,8.0,15.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Cantabria,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Carlos III de Madrid,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Castilla-La Mancha,0.0,0.0,0.0,0.0,4.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Complutense de Madrid,4.0,0.0,2.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Córdoba,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Extremadura,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Girona,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Granada,372.0,102.0,123.0,115.0,74.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Huelva,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Illes Balears (Les),0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Jaén,61.0,6.0,50.0,17.0,4.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Jaume I de Castellón,18.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
La Laguna,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
La Rioja,25.0,11.0,33.0,0.0,1.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Las Palmas de Gran Canaria,3.0,8.0,0.0,1.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
León,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Lleida,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Málaga,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Miguel Hernández de Elche,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Murcia,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Oviedo,93.0,13.0,26.0,33.0,19.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Pablo de Olavide,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
País Vasco/Euskal Herriko Unibertsitatea,160.0,73.0,101.0,18.0,17.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Politécnica de Cartagena,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Politécnica de Catalunya,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Politécnica de Madrid,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Politècnica de València,0.0,3.0,0.0,0.0,61.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Pompeu Fabra,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Rey Juan Carlos,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Rovira i Virgili,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Salamanca,2.0,0.0,2.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Santiago de Compostela,10.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
València (Estudi General),284.0,0.0,19.0,1.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Vigo,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Zaragoza,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Internacional Menéndez Pelayo,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Alfonso X El Sabio,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Antonio de Nebrija,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Camilo José Cela,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Cardenal Herrera-CEU,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Católica de Valencia San Vicente Mártir,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Católica San Antonio,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Católica Santa Teresa de Jesús de Ávila,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Deusto,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Europea de Canarias,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Europea de Madrid,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Europea de Valencia,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Europea del Atlántico,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Europea Miguel de Cervantes,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Francisco de Vitoria,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
IE Universidad,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Internacional de Catalunya,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Loyola Andalucía,4.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Mondragón Unibertsitatea,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Navarra,182.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Ramón Llull,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
San Pablo-CEU,1.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Vic-Central de Catalunya,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
A Distancia de Madrid,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Internacional de La Rioja,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Internacional Isabel I de Castilla,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Internacional Valenciana,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
Oberta de Catalunya,0.0,0.0,0.0,0.0,0.0,2017-2018,Otras unidades,Mujeres,Tiempo Parcial,master
A Coruña,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Alcalá,269.0,156.0,57.0,73.0,67.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Alicante,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Almería,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Autónoma de Barcelona,0.0,0.0,0.0,14.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Autónoma de Madrid,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Barcelona,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Burgos,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Cádiz,23.0,17.0,13.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Cantabria,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Carlos III de Madrid,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Castilla-La Mancha,0.0,0.0,0.0,0.0,4.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Complutense de Madrid,9.0,0.0,3.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Córdoba,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Extremadura,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Girona,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Granada,744.0,275.0,137.0,177.0,211.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Huelva,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Illes Balears (Les),0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Jaén,183.0,22.0,34.0,35.0,44.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Jaume I de Castellón,7.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
La Laguna,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
La Rioja,58.0,22.0,5.0,0.0,6.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Las Palmas de Gran Canaria,2.0,22.0,0.0,3.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
León,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Lleida,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Málaga,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Miguel Hernández de Elche,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Murcia,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Oviedo,75.0,134.0,24.0,43.0,49.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Pablo de Olavide,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
País Vasco/Euskal Herriko Unibertsitatea,179.0,237.0,54.0,62.0,85.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Politécnica de Cartagena,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Politécnica de Catalunya,50.0,24.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Politécnica de Madrid,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Politècnica de València,1.0,12.0,0.0,0.0,56.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Pompeu Fabra,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Rey Juan Carlos,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Rovira i Virgili,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Salamanca,1.0,0.0,3.0,15.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Santiago de Compostela,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
València (Estudi General),366.0,0.0,3.0,13.0,15.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Vigo,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Zaragoza,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Internacional Menéndez Pelayo,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Alfonso X El Sabio,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Antonio de Nebrija,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Camilo José Cela,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Cardenal Herrera-CEU,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Católica de Valencia San Vicente Mártir,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Católica San Antonio,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Católica Santa Teresa de Jesús de Ávila,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Deusto,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Europea de Canarias,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Europea de Madrid,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Europea de Valencia,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Europea del Atlántico,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Europea Miguel de Cervantes,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Francisco de Vitoria,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
IE Universidad,18.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Internacional de Catalunya,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
Loyola Andalucía,0.0,0.0,0.0,0.0,0.0,2016-2017,Otras unidades,Hombres,Tiempo Completo,master
