Unnamed: 0,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,Unnamed: 7
Católica Santa Teresa de Jesús de Ávila,272.0,125.0,0.0,94.0,16.0,
Deusto,233.0,18.0,44.0,12.0,0.0,
Europea de Canarias,11.0,4.0,0.0,2.0,0.0,
Europea de Madrid,447.0,107.0,27.0,250.0,7.0,
Europea de Valencia,38.0,6.0,11.0,45.0,0.0,
Europea del Atlántico,39.0,6.0,12.0,16.0,0.0,
Europea Miguel de Cervantes,198.0,9.0,0.0,136.0,5.0,
Fernando Pessoa-Canarias (UFP-C),1.0,0.0,0.0,56.0,0.0,
Francisco de Vitoria,675.0,16.0,84.0,168.0,20.0,
IE Universidad,25.0,2.0,0.0,0.0,0.0,
Internacional de Catalunya,121.0,13.0,18.0,47.0,0.0,
Loyola Andalucía,178.0,3.0,0.0,38.0,0.0,
Mondragón Unibertsitatea,107.0,46.0,0.0,0.0,0.0,
Navarra,161.0,95.0,18.0,74.0,20.0,
Pontificia Comillas,77.0,41.0,46.0,47.0,0.0,
Pontificia de Salamanca,368.0,20.0,1.0,139.0,0.0,
Ramón Llull,546.0,140.0,11.0,220.0,25.0,
San Jorge,21.0,15.0,2.0,67.0,0.0,
San Pablo-CEU,339.0,110.0,14.0,187.0,19.0,
Vic-Central de Catalunya,191.0,12.0,392.0,309.0,71.0,
Universidades Privadas No Presenciales,17963.0,687.0,2412.0,6058.0,0.0,
A Distancia de Madrid,1224.0,73.0,32.0,189.0,0.0,
Internacional de La Rioja,4956.0,52.0,171.0,0.0,0.0,
Internacional Isabel I de Castilla,899.0,7.0,0.0,545.0,0.0,
Internacional Valenciana,448.0,6.0,100.0,93.0,0.0,
Oberta de Catalunya,10436.0,549.0,2109.0,5231.0,0.0,
Notas:,,,,,,
Fuente: Sistema Integrado de Información Universitaria (SIIU). Secretaría General de Universidades,,,,,,
