Unnamed: 0,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,Unnamed: 7
Antonio de Nebrija,424.0,27.0,25.0,0.0,0.0,
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,
Camilo José Cela,952.0,22.0,4.0,35.0,0.0,
Cardenal Herrera-CEU,298.0,19.0,0.0,180.0,0.0,
Católica de Valencia San Vicente Mártir,366.0,0.0,6.0,293.0,24.0,
Católica San Antonio,866.0,97.0,2.0,360.0,56.0,
Católica Santa Teresa de Jesús de Ávila,237.0,125.0,0.0,26.0,16.0,
Deusto,191.0,18.0,39.0,15.0,0.0,
Europea de Canarias,19.0,6.0,0.0,3.0,0.0,
Europea de Madrid,403.0,144.0,28.0,229.0,5.0,
Europea de Valencia,102.0,3.0,1.0,27.0,0.0,
Europea del Atlántico,18.0,3.0,1.0,8.0,0.0,
Europea Miguel de Cervantes,79.0,8.0,0.0,42.0,5.0,
Fernando Pessoa-Canarias (UFP-C),14.0,0.0,0.0,24.0,0.0,
Francisco de Vitoria,444.0,15.0,66.0,128.0,21.0,
IE Universidad,18.0,1.0,0.0,0.0,0.0,
Internacional de Catalunya,84.0,21.0,12.0,58.0,0.0,
Loyola Andalucía,86.0,1.0,0.0,3.0,0.0,
Mondragón Unibertsitatea,152.0,38.0,0.0,0.0,0.0,
Navarra,111.0,97.0,17.0,93.0,14.0,
Pontificia Comillas,58.0,22.0,42.0,67.0,0.0,
Pontificia de Salamanca,359.0,25.0,0.0,151.0,0.0,
Ramón Llull,514.0,204.0,4.0,234.0,15.0,
San Jorge,28.0,18.0,0.0,75.0,0.0,
San Pablo-CEU,298.0,87.0,7.0,190.0,11.0,
Vic-Central de Catalunya,193.0,14.0,316.0,148.0,74.0,
Universidades Privadas No Presenciales,16466.0,491.0,1464.0,5034.0,0.0,
A Distancia de Madrid,1030.0,60.0,26.0,171.0,0.0,
Internacional de La Rioja,4565.0,32.0,128.0,0.0,0.0,
Internacional Isabel I de Castilla,1118.0,9.0,0.0,369.0,0.0,
Internacional Valenciana,246.0,0.0,65.0,42.0,0.0,
Oberta de Catalunya,9507.0,390.0,1245.0,4452.0,0.0,
Notas:,,,,,,
Fuente: Sistema Integrado de Información Universitaria (SIIU). Secretaría General de Universidades,,,,,,
