Unnamed: 0,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,Unnamed: 7
Europea Miguel de Cervantes,286.0,135.0,0.0,485.0,2.0,
Fernando Pessoa-Canarias (UFP-C),22.0,0.0,0.0,222.0,0.0,
Francisco de Vitoria,1511.0,399.0,96.0,706.0,125.0,
IE Universidad,557.0,37.0,9.0,0.0,0.0,
Internacional de Catalunya,444.0,87.0,19.0,677.0,0.0,
Loyola Andalucía,761.0,148.0,0.0,95.0,0.0,
Mondragón Unibertsitatea,1055.0,1005.0,0.0,0.0,0.0,
Navarra,1379.0,689.0,308.0,621.0,221.0,
Pontificia Comillas,1532.0,884.0,141.0,182.0,0.0,
Pontificia de Salamanca,767.0,152.0,0.0,269.0,0.0,
Ramón Llull,3079.0,883.0,181.0,648.0,101.0,
San Jorge,145.0,172.0,4.0,622.0,0.0,
San Pablo-CEU,1133.0,206.0,47.0,796.0,42.0,
Vic-Central de Catalunya,693.0,218.0,0.0,1052.0,131.0,
Universidades Privadas No Presenciales,3785.0,715.0,422.0,839.0,0.0,
A Distancia de Madrid,219.0,84.0,14.0,27.0,0.0,
Internacional de La Rioja,1254.0,107.0,113.0,0.0,0.0,
Internacional Isabel I de Castilla,274.0,45.0,0.0,441.0,0.0,
Internacional Valenciana,208.0,40.0,58.0,40.0,0.0,
Oberta de Catalunya,1830.0,439.0,237.0,331.0,0.0,
Notas:,,,,,,
Fuente: Sistema Integrado de Información Universitaria (SIIU). Secretaría General de Universidades,,,,,,
